Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3_1,polyname,fips
30390,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
30396,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
30398,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
30399,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31120,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31136,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31191,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31192,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31193,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31195,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31196,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31197,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31198,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
31199,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
39901,NULL,Fulton,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,fulton",13121
30004,53033,Fulton,Georgia,9,0,14,9,9,11,10,138355,121.9,325.94,99%,35,7,0,9,5,4,5,4,"georgia,fulton",13121
30005,34442,Fulton,Georgia,7,0,12,7,7,9,8,43997,158.48,462.54,100%,35,4,0,6,3,2,3,2,"georgia,fulton",13121
30009,13722,Fulton,Georgia,8,0,13,8,8,10,9,15436,166.87,315.6,99%,35,7,0,9,5,4,5,4,"georgia,fulton",13121
30022,64359,Fulton,Georgia,9,0,14,9,9,11,10,103688,109.36,285.29,100%,35,6,0,8,4,3,4,3,"georgia,fulton",13121
30075,52573,Fulton,Georgia,7,0,12,7,7,9,8,55413,91.1,271.74,100%,35,6,0,8,5,3,5,3,"georgia,fulton",13121
30076,42678,Fulton,Georgia,9,0,14,9,9,11,10,17973,130.13,345.61,100%,35,6,0,8,5,4,5,4,"georgia,fulton",13121
30213,29384,Fulton,Georgia,5,0,10,5,5,7,6,8510,95.77,240.13,98%,35,2,0,4,2,1,2,1,"georgia,fulton",13121
30268,9090,Fulton,Georgia,8,2,15,7,7,9,8,2953,80.88,245.18,98%,35,5,0,7,5,3,5,3,"georgia,fulton",13121
30291,21010,Fulton,Georgia,5,0,10,5,5,7,6,2284,181.88,506.02,96%,35,2,0,4,2,1,2,1,"georgia,fulton",13121
30303,5934,Fulton,Georgia,8,2,15,7,6,10,8,282698,35.78,96.56,100%,35,6,0,8,3,2,3,2,"georgia,fulton",13121
30305,22999,Fulton,Georgia,9,1,15,8,8,11,10,69444,119.02,316.3,100%,35,6,0,8,4,3,4,3,"georgia,fulton",13121
30306,22246,Fulton,Georgia,8,1,14,7,7,10,9,26457,79.49,194.44,100%,35,4,0,6,3,2,3,2,"georgia,fulton",13121
30308,15413,Fulton,Georgia,8,1,14,7,7,10,9,17511,71.61,160.12,100%,35,7,1,10,5,4,6,5,"georgia,fulton",13121
30309,21845,Fulton,Georgia,8,1,14,7,7,10,9,42013,101.04,278.02,100%,35,6,0,8,4,3,4,3,"georgia,fulton",13121
30310,26912,Fulton,Georgia,6,1,12,5,5,8,7,7055,77.62,237.32,100%,35,3,0,5,2,1,2,1,"georgia,fulton",13121
30311,32218,Fulton,Georgia,5,1,11,5,5,8,7,7753,43.46,115.86,100%,35,3,0,5,2,1,2,1,"georgia,fulton",13121
30312,19360,Fulton,Georgia,7,1,13,7,7,10,9,17603,119.13,338.85,100%,35,5,0,7,3,2,3,2,"georgia,fulton",13121
30313,9495,Fulton,Georgia,6,1,12,6,6,9,8,2240,28.92,67.25,100%,35,3,0,5,3,2,3,2,"georgia,fulton",13121
30314,22020,Fulton,Georgia,6,1,12,6,5,9,7,3348,49.01,123.81,100%,35,3,0,5,2,1,2,1,"georgia,fulton",13121
30315,33857,Fulton,Georgia,5,1,11,5,5,8,7,10428,112.34,339.18,100%,35,4,0,6,3,2,3,2,"georgia,fulton",13121
30318,49736,Fulton,Georgia,6,1,12,6,6,9,8,34687,113.6,316.41,100%,35,7,0,9,5,4,5,4,"georgia,fulton",13121
30324,24267,Fulton,Georgia,7,1,13,6,6,9,8,27993,75.77,142.03,100%,35,5,0,7,4,3,4,3,"georgia,fulton",13121
30326,4802,Fulton,Georgia,7,1,13,7,7,10,9,5687,43.25,70.2,100%,35,6,0,8,2,2,2,2,"georgia,fulton",13121
30327,22208,Fulton,Georgia,7,1,13,6,6,9,8,15891,117.86,273.46,100%,35,6,0,8,5,4,5,4,"georgia,fulton",13121
30328,30348,Fulton,Georgia,8,0,13,8,8,10,9,70116,138.77,325.21,100%,35,5,0,7,5,4,5,4,"georgia,fulton",13121
30331,54094,Fulton,Georgia,7,1,13,6,6,9,8,11463,91.74,235.57,100%,35,3,0,5,2,1,2,1,"georgia,fulton",13121
30332,2970,Fulton,Georgia,2,1,8,2,1,5,3,6495,137.07,539.97,100%,49,2,0,4,2,1,2,1,"georgia,fulton",13121
30334,1,Fulton,Georgia,2,1,8,0,0,3,2,164,25.66,37.36,100%,49,1,0,3,0,0,0,0,"georgia,fulton",13121
30336,971,Fulton,Georgia,5,1,11,5,5,8,7,235,106.34,212.77,100%,35,3,0,5,2,1,2,1,"georgia,fulton",13121
30337,11505,Fulton,Georgia,6,0,11,6,6,8,7,231,47.48,97.02,97%,35,3,0,5,3,2,3,2,"georgia,fulton",13121
30342,29879,Fulton,Georgia,8,1,14,8,7,11,9,32828,166.01,355.25,95%,35,6,0,8,5,4,5,4,"georgia,fulton",13121
30344,31776,Fulton,Georgia,6,1,12,5,5,8,7,10790,76.55,222.21,100%,35,3,0,5,2,1,2,1,"georgia,fulton",13121
30349,67602,Fulton,Georgia,8,0,13,7,7,9,8,15824,109.39,235.6,98%,35,5,0,7,4,2,4,2,"georgia,fulton",13121
30350,34740,Fulton,Georgia,8,0,13,7,7,9,8,39487,124.69,339.54,99%,35,6,0,8,5,4,5,4,"georgia,fulton",13121
30354,14857,Fulton,Georgia,6,1,12,6,6,9,8,933,60.79,184.93,100%,35,2,0,4,2,1,2,1,"georgia,fulton",13121
30363,2680,Fulton,Georgia,6,1,12,6,4,9,6,679,32.42,91.83,100%,35,4,0,6,3,2,3,2,"georgia,fulton",13121
30522,1092,Gilmer,Georgia,6,0,11,5,4,7,4,NA,NA,NA,78%,66.95,7,0,9,5,3,5,3,"georgia,gilmer",13123
30539,NULL,Gilmer,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,gilmer",13123
30536,8363,Gilmer,Georgia,6,1,12,5,3,7,3,2543,19.57,50.97,90%,69.99,5,0,7,3,2,3,2,"georgia,gilmer",13123
30540,17297,Gilmer,Georgia,6,1,12,5,4,7,4,13628,29.14,80.87,87%,66.95,3,0,5,3,2,3,2,"georgia,gilmer",13123
30810,2138,Glascock,Georgia,2,1,8,2,2,4,3,37,44.7,90.33,1%,79.99,2,0,4,0,0,0,0,"georgia,glascock",13125
31520,22336,Glynn,Georgia,5,0,10,5,5,7,5,2414,73.13,203.7,99%,35,3,0,5,3,1,3,1,"georgia,glynn",13127
31522,14447,Glynn,Georgia,6,0,11,5,5,7,5,8393,75.8,202,99%,35,5,0,7,4,2,4,2,"georgia,glynn",13127
31523,13229,Glynn,Georgia,7,1,13,6,6,8,6,3537,53.01,170.73,98%,35,3,0,5,3,1,3,1,"georgia,glynn",13127
31524,0,Glynn,Georgia,1,0,6,1,1,3,1,2,16.79,21.84,0%,79.99,0,0,2,0,0,0,0,"georgia,glynn",13127
31525,28247,Glynn,Georgia,6,1,12,6,5,8,5,10655,92.79,233.24,98%,35,2,0,4,2,1,2,1,"georgia,glynn",13127
31527,805,Glynn,Georgia,3,0,8,1,1,3,1,60,11.28,14.25,98%,79.99,2,0,4,1,1,1,1,"georgia,glynn",13127
30701,40053,Gordon,Georgia,6,1,12,5,5,7,5,16243,45.71,155.72,98%,35,4,0,6,3,1,3,1,"georgia,gordon",13129
30733,2080,Gordon,Georgia,3,1,9,3,3,5,3,3,5.21,5.68,100%,55,2,0,4,2,1,2,1,"georgia,gordon",13129
30734,3466,Gordon,Georgia,7,2,14,6,4,8,4,270,4.93,10.74,51%,35,5,0,7,2,1,2,1,"georgia,gordon",13129
30735,6153,Gordon,Georgia,7,2,14,7,7,9,7,4,4.78,4.9,97%,43.95,5,0,7,4,2,4,2,"georgia,gordon",13129
30746,1223,Gordon,Georgia,3,1,9,3,3,5,3,244,2.06,5.2,98%,55,2,0,4,2,1,2,1,"georgia,gordon",13129
39827,3842,Grady,Georgia,5,1,11,3,2,5,3,916,18.26,45.57,93%,69.99,4,0,6,2,1,2,1,"georgia,grady",13131
39828,15150,Grady,Georgia,7,2,14,5,4,7,5,2343,26.43,53.26,96%,69.99,5,0,7,2,1,2,1,"georgia,grady",13131
39897,3430,Grady,Georgia,5,2,12,3,3,5,4,391,16.91,42.42,50%,69.99,3,0,5,1,1,1,1,"georgia,grady",13131
30642,11001,Greene,Georgia,10,1,16,9,8,11,8,6245,95.3,215.82,71%,35,5,0,7,2,2,2,2,"georgia,greene",13133
30669,3313,Greene,Georgia,8,1,14,5,5,7,5,831,159.87,300.63,79%,25,4,0,6,2,2,2,2,"georgia,greene",13133
30678,1294,Greene,Georgia,3,0,8,2,2,4,2,158,106.76,371.4,63%,NULL,3,0,5,1,1,1,1,"georgia,greene",13133
30098,NULL,Gwinnett,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,gwinnett",13135
30099,NULL,Gwinnett,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,gwinnett",13135
30017,20160,Gwinnett,Georgia,5,0,10,5,5,7,6,6684,99.72,235.59,100%,35,3,0,5,3,2,3,2,"georgia,gwinnett",13135
30019,40447,Gwinnett,Georgia,7,0,12,7,7,9,8,46616,102.36,221.64,100%,35,5,0,7,4,3,4,3,"georgia,gwinnett",13135
30024,64614,Gwinnett,Georgia,8,0,13,8,8,10,9,58487,120.13,310.23,100%,35,4,0,6,4,2,4,2,"georgia,gwinnett",13135
30039,41517,Gwinnett,Georgia,6,1,12,5,5,7,6,24059,223.18,509.12,99%,35,3,0,5,3,1,3,1,"georgia,gwinnett",13135
30043,80241,Gwinnett,Georgia,7,0,12,7,7,9,8,45588,101.57,246.27,100%,35,5,0,7,4,3,4,3,"georgia,gwinnett",13135
30044,79701,Gwinnett,Georgia,8,0,13,7,7,9,8,62243,109.19,283.14,99%,35,4,0,6,3,2,3,2,"georgia,gwinnett",13135
30045,34402,Gwinnett,Georgia,7,0,12,6,6,8,7,11696,121.29,323.1,96%,35,4,0,6,4,3,4,3,"georgia,gwinnett",13135
30046,34523,Gwinnett,Georgia,6,0,11,6,6,8,7,13876,70.19,211.6,100%,35,4,0,6,3,2,3,2,"georgia,gwinnett",13135
30047,59660,Gwinnett,Georgia,5,1,11,5,5,7,6,34183,85.78,233.76,100%,35,2,0,4,2,1,2,1,"georgia,gwinnett",13135
30071,23005,Gwinnett,Georgia,6,0,11,6,6,8,7,12150,58.38,117.08,100%,35,5,0,7,4,2,4,2,"georgia,gwinnett",13135
30078,33057,Gwinnett,Georgia,5,0,10,5,5,7,6,14442,176.6,480.91,100%,35,3,0,5,3,1,3,1,"georgia,gwinnett",13135
30092,31704,Gwinnett,Georgia,7,0,12,6,6,8,7,40099,141.6,354.21,100%,35,5,0,7,5,2,5,2,"georgia,gwinnett",13135
30093,53351,Gwinnett,Georgia,7,0,12,7,7,9,8,26375,86.46,219.95,98%,35,4,0,6,2,1,2,1,"georgia,gwinnett",13135
30096,62265,Gwinnett,Georgia,8,0,13,8,8,10,9,43867,96.82,246.91,100%,35,5,0,7,5,3,5,3,"georgia,gwinnett",13135
30518,45211,Gwinnett,Georgia,7,0,12,7,7,9,8,40977,113.07,320.69,100%,35,3,0,5,3,1,3,1,"georgia,gwinnett",13135
30519,39812,Gwinnett,Georgia,7,0,12,7,7,9,8,34956,159.73,349.49,100%,35,5,0,7,4,2,4,2,"georgia,gwinnett",13135
30596,NULL,Habersham,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,habersham",13137
30510,8291,Habersham,Georgia,7,1,13,4,4,6,4,1759,15.99,41.12,88%,59.95,4,0,6,1,1,1,1,"georgia,habersham",13137
30523,12904,Habersham,Georgia,4,2,11,4,4,6,4,16848,26.96,75.51,93%,59.95,2,0,4,2,1,2,1,"georgia,habersham",13137
30531,11279,Habersham,Georgia,4,2,11,4,4,7,4,18851,20.09,43.06,96%,59.95,2,0,4,1,1,1,1,"georgia,habersham",13137
30535,7042,Habersham,Georgia,4,1,10,4,4,6,4,8663,24.42,51.24,96%,59.95,2,0,4,2,1,2,1,"georgia,habersham",13137
30563,5373,Habersham,Georgia,3,2,10,3,3,6,3,3955,19.61,42.32,93%,59.95,4,0,6,1,1,1,1,"georgia,habersham",13137
30501,28048,Hall,Georgia,8,0,13,8,7,10,8,6708,80.68,218.35,100%,35,6,0,8,6,4,6,4,"georgia,hall",13139
30504,22463,Hall,Georgia,6,0,11,6,6,8,7,18116,112.84,226.19,100%,35,4,0,6,4,3,4,3,"georgia,hall",13139
30506,41667,Hall,Georgia,6,0,11,6,6,8,7,14662,56.78,113.49,100%,35,5,0,7,4,3,4,3,"georgia,hall",13139
30507,28399,Hall,Georgia,7,0,12,6,6,8,7,3982,69.03,203.93,99%,35,5,0,7,4,3,4,3,"georgia,hall",13139
30527,4043,Hall,Georgia,7,1,13,7,7,9,7,85,10.49,22.45,97%,35,4,0,6,3,2,3,2,"georgia,hall",13139
30542,31946,Hall,Georgia,7,0,12,6,6,8,7,20705,96.79,254.16,100%,35,3,0,5,3,2,3,2,"georgia,hall",13139
30543,4487,Hall,Georgia,7,0,12,7,7,9,8,205,86.78,138.39,91%,35,5,0,7,3,3,3,3,"georgia,hall",13139
30554,8535,Hall,Georgia,9,0,14,9,9,11,9,1595,93.65,260.05,88%,35,5,0,7,3,3,3,3,"georgia,hall",13139
30564,4463,Hall,Georgia,6,0,11,6,6,8,7,38,19.99,27.36,92%,55,5,0,7,3,3,3,3,"georgia,hall",13139
30566,7906,Hall,Georgia,5,0,10,5,5,7,6,1783,97.58,232.85,100%,35,4,0,6,3,2,3,2,"georgia,hall",13139
31087,9656,Hancock,Georgia,6,1,12,6,4,8,4,1217,16.19,39.48,62%,69.99,5,0,7,3,3,3,3,"georgia,hancock",13141
30110,13349,Haralson,Georgia,5,2,12,5,5,8,7,5480,60.84,93.57,100%,35,2,0,4,2,1,2,1,"georgia,haralson",13143
30113,6218,Haralson,Georgia,3,2,10,3,1,6,3,93,38.24,72.65,100%,55,2,0,4,1,1,1,1,"georgia,haralson",13143
30176,7050,Haralson,Georgia,3,3,11,2,1,6,2,511,7.94,6.14,100%,55,3,0,5,1,1,1,1,"georgia,haralson",13143
30179,16807,Haralson,Georgia,6,2,13,6,6,9,8,1906,54.91,116.24,100%,35,3,0,5,3,2,3,2,"georgia,haralson",13143
31804,5934,Harris,Georgia,8,1,14,8,4,10,4,740,12.99,30.81,98%,35,6,0,8,3,2,3,2,"georgia,harris",13145
31807,2483,Harris,Georgia,8,2,15,6,5,9,5,1026,10.5,19.73,100%,35,4,1,7,2,2,3,2,"georgia,harris",13145
31808,6679,Harris,Georgia,8,1,15,7,6,9,6,933,48.58,120.48,99%,35,7,0,9,4,2,4,2,"georgia,harris",13145
31811,5103,Harris,Georgia,11,1,17,8,6,10,6,990,66.31,221.77,70%,35,5,1,8,2,1,3,1,"georgia,harris",13145
31822,5429,Harris,Georgia,6,1,12,4,3,6,3,371,37.82,129.72,64%,35,4,0,6,1,1,1,1,"georgia,harris",13145
31823,754,Harris,Georgia,3,0,8,1,1,3,1,339,28,70.97,99%,69.99,2,0,4,1,1,1,1,"georgia,harris",13145
31826,2350,Harris,Georgia,3,1,9,2,2,4,2,184,24.44,41.85,62%,69.99,4,0,6,2,1,2,1,"georgia,harris",13145
31831,3095,Harris,Georgia,9,1,15,7,5,9,5,3272,23.47,64.95,93%,69.99,5,1,8,3,2,4,2,"georgia,harris",13145
30516,2054,Hart,Georgia,8,1,14,5,4,8,4,NA,NA,NA,100%,79.95,14,0,16,5,2,5,2,"georgia,hart",13147
30643,16382,Hart,Georgia,5,0,10,3,3,5,3,6749,25.51,59.54,99%,79.95,5,0,7,4,2,4,2,"georgia,hart",13147
30217,9433,Heard,Georgia,3,1,9,3,3,5,4,1308,30.2,88.24,72%,55,3,0,5,1,1,1,1,"georgia,heard",13149
30228,38569,Henry,Georgia,7,0,12,7,7,9,8,9722,70,214.41,100%,35,4,0,6,4,3,4,3,"georgia,henry",13151
30248,23249,Henry,Georgia,6,0,11,6,6,8,7,2891,79.51,211.16,99%,35,5,0,7,4,2,4,2,"georgia,henry",13151
30252,41428,Henry,Georgia,6,0,11,6,6,8,7,16573,94.63,244.44,100%,35,4,0,6,4,2,4,2,"georgia,henry",13151
30253,49380,Henry,Georgia,6,1,12,6,6,8,7,30546,86.55,218.26,100%,35,4,0,6,4,2,4,2,"georgia,henry",13151
31098,2888,Houston,Georgia,5,0,11,3,1,5,1,NA,NA,NA,100%,65.99,12,0,14,2,1,2,1,"georgia,houston",13153
31005,15102,Houston,Georgia,10,0,16,9,8,11,8,11462,96.77,247.65,99%,35,4,0,6,2,1,2,1,"georgia,houston",13153
31025,1226,Houston,Georgia,5,0,11,5,5,7,5,162,7.99,21.07,66%,65.99,3,0,5,2,1,2,1,"georgia,houston",13153
31028,5912,Houston,Georgia,8,0,14,5,5,7,5,420,26.39,47.5,99%,35,4,0,6,2,1,2,1,"georgia,houston",13153
31047,11193,Houston,Georgia,8,0,14,6,6,8,6,10058,34.98,90.07,95%,50,4,0,6,2,1,2,1,"georgia,houston",13153
31069,18948,Houston,Georgia,7,0,13,6,6,8,6,17213,30.55,80.7,90%,65.99,4,0,6,2,1,2,1,"georgia,houston",13153
31088,50163,Houston,Georgia,14,0,20,12,10,14,10,38173,83.99,222.08,98%,35,6,0,8,3,1,3,1,"georgia,houston",13153
31093,28087,Houston,Georgia,10,0,16,9,7,11,7,5410,111.78,286.58,100%,35,3,0,5,1,1,1,1,"georgia,houston",13153
31798,983,Irwin,Georgia,2,0,6,1,1,3,2,NA,NA,NA,29%,NA,5,0,7,0,0,0,0,"georgia,irwin",13155
31774,6714,Irwin,Georgia,3,0,8,3,3,5,4,8244,25.15,32.9,76%,69.99,2,0,4,1,1,1,1,"georgia,irwin",13155
30599,NULL,Jackson,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,jackson",13157
30529,10920,Jackson,Georgia,3,0,8,3,3,5,4,3938,36.19,92.26,94%,79.99,2,0,4,1,1,1,1,"georgia,jackson",13157
30548,15870,Jackson,Georgia,8,0,13,8,8,10,9,9977,210.72,778.42,98%,35,6,0,8,3,2,3,2,"georgia,jackson",13157
30549,22500,Jackson,Georgia,6,2,13,6,6,9,8,22300,51.34,92.82,97%,35,3,0,5,1,1,1,1,"georgia,jackson",13157
30558,5456,Jackson,Georgia,6,0,11,2,2,4,3,413,33.95,78.81,77%,79.99,4,0,6,1,1,1,1,"georgia,jackson",13157
30565,4758,Jackson,Georgia,5,0,10,5,5,7,5,1771,19.63,39.1,93%,55,2,0,4,0,0,0,0,"georgia,jackson",13157
30567,2981,Jackson,Georgia,5,0,10,5,3,7,4,1740,26.11,54.45,95%,55,3,0,5,1,1,1,1,"georgia,jackson",13157
30575,1375,Jackson,Georgia,5,0,10,4,2,6,3,2890,20.1,43.4,98%,55,3,0,5,2,1,2,1,"georgia,jackson",13157
31038,761,Jasper,Georgia,3,1,9,0,0,2,0,57,12.3,42.51,0%,NULL,2,0,4,0,0,0,0,"georgia,jasper",13159
31064,9450,Jasper,Georgia,7,1,13,6,6,8,7,8451,20.78,30.44,83%,35,6,0,8,4,2,4,2,"georgia,jasper",13159
31085,1043,Jasper,Georgia,2,1,8,2,2,4,3,3,0.13,0.2,71%,55,1,0,3,1,0,1,0,"georgia,jasper",13159
31532,727,Jeff Davis,Georgia,2,1,7,1,1,3,1,NA,NA,NA,2%,29.99,3,0,5,0,0,0,0,"georgia,jeff davis",13161
31539,14468,Jeff Davis,Georgia,5,1,10,3,2,5,2,433,45.07,91.01,73%,55,3,0,5,1,1,1,1,"georgia,jeff davis",13161
30413,1575,Jefferson,Georgia,5,1,10,2,2,4,3,10,6.48,14.7,71%,79.99,4,0,6,1,1,1,1,"georgia,jefferson",13163
30434,5728,Jefferson,Georgia,7,1,12,3,3,5,4,383,20.39,19.02,4%,50,4,0,6,1,1,1,1,"georgia,jefferson",13163
30477,3070,Jefferson,Georgia,4,1,9,1,1,3,2,68,5.38,13.83,5%,NULL,5,0,7,2,2,2,2,"georgia,jefferson",13163
30803,741,Jefferson,Georgia,2,1,7,1,1,3,2,3322,5.61,14.34,0%,NULL,2,0,4,0,0,0,0,"georgia,jefferson",13163
30818,555,Jefferson,Georgia,0,1,6,0,0,2,1,386,16.43,42.96,0%,NULL,0,0,2,0,0,0,0,"georgia,jefferson",13163
30823,1800,Jefferson,Georgia,3,1,9,1,1,3,2,2,1.42,2.69,4%,79.99,1,0,3,0,0,0,0,"georgia,jefferson",13163
30833,4043,Jefferson,Georgia,3,1,9,0,0,2,1,708,7.1,10.18,0%,NULL,2,0,4,0,0,0,0,"georgia,jefferson",13163
30822,526,Jenkins,Georgia,3,1,8,2,2,4,3,NA,NA,NA,2%,79.99,4,0,6,1,1,1,1,"georgia,jenkins",13165
30442,7698,Jenkins,Georgia,7,1,12,6,3,8,4,610,23.31,68.1,86%,55,5,0,7,3,3,3,3,"georgia,jenkins",13165
31049,1806,Johnson,Georgia,4,2,10,2,2,4,2,2716,42.73,47.97,100%,NULL,3,0,5,1,1,1,1,"georgia,johnson",13167
31096,7395,Johnson,Georgia,5,1,11,1,1,3,1,450,10.16,30.08,3%,NULL,4,0,6,2,2,2,2,"georgia,johnson",13167
31032,13993,Jones,Georgia,6,1,12,4,4,6,4,7107,21.92,56.86,88%,65.99,4,0,6,2,2,2,2,"georgia,jones",13169
31033,2660,Jones,Georgia,2,0,7,2,2,4,2,93,7.02,14.22,93%,NULL,1,0,3,0,0,0,0,"georgia,jones",13169
30204,13493,Lamar,Georgia,6,2,13,4,3,6,4,1588,31.39,100.88,75%,35,5,0,7,3,1,3,1,"georgia,lamar",13171
30257,4138,Lamar,Georgia,6,1,12,6,6,8,7,26,57.91,87.55,93%,35,3,1,6,3,2,3,2,"georgia,lamar",13171
31016,1517,Lamar,Georgia,6,2,13,3,0,5,0,38,15.13,47.11,51%,NULL,5,1,8,3,0,4,0,"georgia,lamar",13171
31649,1056,Lanier,Georgia,5,1,11,3,3,5,4,NA,NA,NA,52%,29.99,6,0,8,1,1,1,1,"georgia,lanier",13173
31635,6560,Lanier,Georgia,7,0,12,5,5,7,6,424,20.38,55.35,90%,50,3,0,5,1,1,1,1,"georgia,lanier",13173
30454,538,Laurens,Georgia,4,1,10,1,1,3,1,1,5.17,5.17,3%,NULL,4,0,6,1,1,1,1,"georgia,laurens",13175
31002,2910,Laurens,Georgia,4,1,10,3,3,5,3,657,25.23,48.75,89%,34.95,5,0,7,2,2,2,2,"georgia,laurens",13175
31009,1477,Laurens,Georgia,2,1,8,0,0,2,0,24,3.09,5.57,0%,NULL,2,0,4,0,0,0,0,"georgia,laurens",13175
31019,2318,Laurens,Georgia,4,0,9,0,0,2,0,1170,11.71,27.35,0%,NULL,2,0,4,0,0,0,0,"georgia,laurens",13175
31021,28549,Laurens,Georgia,8,1,14,3,2,5,2,7506,43.94,112.57,87%,55,4,0,6,1,1,1,1,"georgia,laurens",13175
31022,1424,Laurens,Georgia,4,0,9,1,0,3,0,44,11.67,27.09,1%,NULL,2,0,4,0,0,0,0,"georgia,laurens",13175
31027,10012,Laurens,Georgia,5,1,11,4,2,6,2,681,22.23,51.39,63%,55,4,0,6,1,1,1,1,"georgia,laurens",13175
31065,1118,Laurens,Georgia,4,0,9,2,2,4,2,41,3.11,6.31,26%,NULL,2,0,4,0,0,0,0,"georgia,laurens",13175
31075,2496,Laurens,Georgia,4,0,9,0,0,2,0,127,11.17,27.67,0%,NULL,2,0,4,0,0,0,0,"georgia,laurens",13175
31763,23304,Lee,Georgia,8,2,15,4,4,6,5,8300,64.1,128.4,96%,35,4,1,7,1,1,1,1,"georgia,lee",13177
31787,1488,Lee,Georgia,2,2,9,1,1,3,1,53,11.17,19.1,20%,88,2,1,5,0,0,0,0,"georgia,lee",13177
31309,1210,Liberty,Georgia,3,0,9,3,3,5,3,NA,NA,NA,92%,46,9,0,11,1,1,1,1,"georgia,liberty",13179
31301,4591,Liberty,Georgia,3,0,9,3,3,5,3,6,7.77,29.08,87%,65,3,0,5,2,1,2,1,"georgia,liberty",13179
31313,40302,Liberty,Georgia,7,0,13,6,6,8,6,12287,91.31,239.93,97%,50,5,0,7,4,2,4,2,"georgia,liberty",13179
31314,1931,Liberty,Georgia,3,0,9,3,2,5,2,468,24.07,52.2,98%,50,2,0,4,2,1,2,1,"georgia,liberty",13179
31315,7488,Liberty,Georgia,4,0,10,4,4,6,4,170,36.11,101.21,96%,50,2,0,4,2,1,2,1,"georgia,liberty",13179
31320,8794,Liberty,Georgia,4,0,10,4,4,6,4,105,38.32,66.72,90%,50,3,0,5,3,2,3,2,"georgia,liberty",13179
30817,7676,Lincoln,Georgia,3,0,8,2,2,4,3,1621,39.14,88.1,100%,59.99,1,0,3,1,1,1,1,"georgia,lincoln",13181
31316,9749,Long,Georgia,5,0,11,5,5,7,5,650,20.02,42.54,92%,65,3,0,5,1,1,1,1,"georgia,long",13183
