Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3_1,polyname,fips
31641,1831,Lowndes,Georgia,5,1,11,3,3,5,4,NA,NA,NA,82%,29.99,8,0,10,1,1,1,1,"georgia,lowndes",13185
31601,32730,Lowndes,Georgia,8,1,14,7,6,9,7,2987,49.87,99.19,94%,35,2,0,4,1,1,1,1,"georgia,lowndes",13185
31602,34702,Lowndes,Georgia,10,0,15,9,6,11,7,10771,73.96,172.74,100%,35,3,0,5,1,1,1,1,"georgia,lowndes",13185
31605,20188,Lowndes,Georgia,8,0,13,7,5,9,6,5458,54.66,130.65,99%,35,4,0,6,1,1,1,1,"georgia,lowndes",13185
31606,3861,Lowndes,Georgia,4,1,10,2,2,4,3,110,13.93,34.96,84%,50,2,0,4,1,1,1,1,"georgia,lowndes",13185
31632,10295,Lowndes,Georgia,8,0,13,6,6,8,7,453,26.62,63.95,97%,35,3,0,5,1,1,1,1,"georgia,lowndes",13185
31636,9539,Lowndes,Georgia,3,1,9,3,1,5,2,491,14.33,37.26,77%,55,2,0,4,1,1,1,1,"georgia,lowndes",13185
31698,2223,Lowndes,Georgia,2,0,7,1,1,3,2,5794,142.53,313.19,91%,69.99,2,0,4,1,1,1,1,"georgia,lowndes",13185
31699,621,Lowndes,Georgia,2,0,7,1,1,3,2,371,131.23,553.86,0%,69.99,1,0,3,0,0,0,0,"georgia,lowndes",13185
30597,NULL,Lumpkin,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,lumpkin",13187
30533,25296,Lumpkin,Georgia,6,0,11,6,5,8,6,11819,36.05,77.82,88%,55,4,0,6,3,2,3,2,"georgia,lumpkin",13187
31041,988,Macon,Georgia,2,1,8,2,2,4,2,NA,NA,NA,61%,NA,7,1,10,1,0,1,0,"georgia,macon",13193
31057,2182,Macon,Georgia,3,0,9,3,3,5,3,264,1.2,2.88,82%,NULL,2,0,4,1,0,1,0,"georgia,macon",13193
31063,5666,Macon,Georgia,3,1,9,3,3,5,3,2686,16.38,38.3,67%,79.99,1,1,4,0,0,0,0,"georgia,macon",13193
31068,5425,Macon,Georgia,4,1,10,4,4,6,4,752,16.49,50.21,82%,50,3,1,6,2,1,2,1,"georgia,macon",13193
30628,6556,Madison,Georgia,6,0,11,6,6,8,6,1275,22.55,36.87,97%,35,3,0,5,1,1,1,1,"georgia,madison",13195
30629,4531,Madison,Georgia,5,1,11,5,5,8,5,612,20.75,50.83,88%,69.99,2,0,4,1,1,1,1,"georgia,madison",13195
30633,8474,Madison,Georgia,4,2,11,4,4,7,4,1739,22.27,47.22,92%,69.99,2,0,4,1,1,1,1,"georgia,madison",13195
30646,6946,Madison,Georgia,7,0,12,6,6,8,6,851,39.97,124.45,93%,35,4,0,6,3,2,3,2,"georgia,madison",13195
30662,8537,Madison,Georgia,6,2,13,3,2,6,2,46,15.63,39.23,95%,55,6,0,8,3,1,3,1,"georgia,madison",13195
31058,2123,Marion,Georgia,3,1,9,3,1,5,1,NA,NA,NA,69%,NA,5,0,7,1,0,1,0,"georgia,marion",13197
31801,3008,Marion,Georgia,7,1,13,7,3,9,3,114,10.64,27.83,72%,55,5,1,8,2,0,3,0,"georgia,marion",13197
31803,5662,Marion,Georgia,5,1,11,4,3,6,3,285,22.52,45.5,77%,69.99,2,1,5,1,0,1,0,"georgia,marion",13197
30808,4615,McDuffie,Georgia,3,1,9,1,1,3,2,176,36.13,165.75,71%,79.99,2,0,4,1,1,1,1,"georgia,mcduffie",13189
30824,17201,McDuffie,Georgia,5,1,11,3,2,5,3,2359,29.82,86.54,86%,35,4,0,6,3,2,3,2,"georgia,mcduffie",13189
31305,5989,McIntosh,Georgia,5,0,10,4,3,6,3,773,33.58,84.19,99%,69.95,4,0,6,3,1,3,1,"georgia,mcintosh",13191
31323,1762,McIntosh,Georgia,3,0,9,3,3,5,3,2,1.51,1.51,82%,69.95,2,0,4,2,1,2,1,"georgia,mcintosh",13191
31331,7856,McIntosh,Georgia,4,0,10,4,3,6,3,1530,32.19,77.99,97%,69.95,3,0,5,3,1,3,1,"georgia,mcintosh",13191
30218,1974,Meriwether,Georgia,2,2,9,0,0,2,0,870,13.26,34.22,0%,NULL,1,0,3,0,0,0,0,"georgia,meriwether",13199
30222,4042,Meriwether,Georgia,3,2,10,3,1,5,1,444,16.29,39.84,59%,55,2,0,4,1,1,1,1,"georgia,meriwether",13199
30251,2342,Meriwether,Georgia,3,1,9,1,1,3,1,113,38.2,83.9,65%,69.99,2,0,4,1,1,1,1,"georgia,meriwether",13199
30293,2981,Meriwether,Georgia,6,2,13,4,4,6,4,39,4.68,9.16,20%,35,3,0,5,1,1,1,1,"georgia,meriwether",13199
31816,6091,Meriwether,Georgia,3,1,9,3,3,5,3,226,76.21,214.79,98%,69.99,3,1,6,2,1,2,1,"georgia,meriwether",13199
31830,2191,Meriwether,Georgia,5,0,10,3,3,5,3,84,6,28.23,81%,69.99,3,0,5,1,1,1,1,"georgia,meriwether",13199
39837,6166,Miller,Georgia,6,2,12,5,3,8,4,813,5.7,10.35,63%,55,3,0,5,0,0,0,0,"georgia,miller",13201
39841,878,Miller,Georgia,3,1,8,0,0,2,1,49,7.65,9.63,0%,NULL,2,0,4,0,0,0,0,"georgia,miller",13201
31784,781,Mitchell,Georgia,4,0,8,2,0,4,1,NA,NA,NA,8%,59.95,5,0,7,0,0,0,0,"georgia,mitchell",13205
31716,2896,Mitchell,Georgia,4,1,10,1,0,3,1,299,2.5,10,35%,59.95,3,0,5,1,0,1,0,"georgia,mitchell",13205
31730,9682,Mitchell,Georgia,6,2,13,3,2,5,3,719,38.42,85.19,75%,59.95,4,0,6,2,1,2,1,"georgia,mitchell",13205
31779,9927,Mitchell,Georgia,7,1,13,5,4,7,5,87,72.74,307.19,64%,35,4,0,6,2,1,2,1,"georgia,mitchell",13205
30233,23218,Monroe,Georgia,6,1,12,6,6,8,7,1288,34.87,69.87,93%,35,4,0,6,3,1,3,1,"georgia,monroe",13207
31029,16287,Monroe,Georgia,10,2,17,10,5,12,6,3876,34.08,84.79,71%,35,3,1,6,2,1,3,1,"georgia,monroe",13207
31046,3343,Monroe,Georgia,7,2,14,3,2,5,2,48,7.31,18.86,44%,NULL,4,0,6,1,0,1,0,"georgia,monroe",13207
30470,517,Montgomery,Georgia,2,1,8,1,1,3,1,NA,NA,NA,11%,NULL,4,0,6,0,0,0,0,"georgia,montgomery",13209
30410,2168,Montgomery,Georgia,6,2,13,3,3,5,3,337,18.29,50.85,40%,79.99,4,0,6,1,1,1,1,"georgia,montgomery",13209
30445,3285,Montgomery,Georgia,4,1,9,3,3,5,3,2107,31.51,72.03,35%,79.99,2,0,4,0,0,0,0,"georgia,montgomery",13209
30473,2972,Montgomery,Georgia,5,2,11,3,3,5,3,49,10.42,29.25,76%,NULL,3,0,5,0,0,0,0,"georgia,montgomery",13209
30474,16594,Montgomery,Georgia,9,2,17,7,5,10,6,12377,50.17,102.4,86%,25,5,0,7,1,1,1,1,"georgia,montgomery",13209
30055,3018,Morgan,Georgia,5,1,11,5,5,7,6,3,79.71,182.86,86%,35,2,0,4,1,0,1,0,"georgia,morgan",13211
30056,2500,Morgan,Georgia,3,1,9,3,3,5,4,31,321.24,868.01,91%,35,2,0,4,1,1,1,1,"georgia,morgan",13211
30625,2438,Morgan,Georgia,5,1,11,5,5,7,6,190,41.45,82.96,64%,35,2,0,4,1,0,1,0,"georgia,morgan",13211
30650,11708,Morgan,Georgia,6,1,12,6,5,8,6,4549,48.91,91.49,76%,35,3,0,5,2,1,2,1,"georgia,morgan",13211
30663,3032,Morgan,Georgia,5,1,11,4,2,6,3,1479,81.82,141.8,65%,35,3,0,5,1,1,1,1,"georgia,morgan",13211
30708,293,Murray,Georgia,2,0,7,2,2,4,2,NA,NA,NA,95%,74.99,4,0,6,1,1,1,1,"georgia,murray",13213
30705,33566,Murray,Georgia,8,2,15,5,4,7,4,15251,66.07,203.97,99%,55,5,0,7,2,1,2,1,"georgia,murray",13213
30711,3569,Murray,Georgia,3,0,8,3,3,5,3,236,22.21,62.73,95%,69.99,2,0,4,1,1,1,1,"georgia,murray",13213
31993,NULL,Muscogee,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,muscogee",13215
31997,NULL,Muscogee,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,muscogee",13215
31998,NULL,Muscogee,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,muscogee",13215
31999,NULL,Muscogee,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,muscogee",13215
31820,8473,Muscogee,Georgia,7,1,14,7,6,9,6,1731,67.7,175.74,99%,35,4,1,7,4,1,5,1,"georgia,muscogee",13215
31829,1370,Muscogee,Georgia,5,0,10,5,5,7,5,21,11.42,26.62,99%,35,3,0,5,3,1,3,1,"georgia,muscogee",13215
31901,8638,Muscogee,Georgia,10,0,16,9,7,11,7,2969,286.71,510.05,100%,35,6,0,8,3,2,3,2,"georgia,muscogee",13215
31903,20128,Muscogee,Georgia,7,0,13,6,4,8,4,758,53.95,183.74,99%,35,5,0,7,3,2,3,2,"georgia,muscogee",13215
31904,32871,Muscogee,Georgia,9,0,15,7,6,9,6,24555,94.97,261,99%,35,6,0,8,4,2,4,2,"georgia,muscogee",13215
31906,21757,Muscogee,Georgia,8,0,14,8,7,10,7,7717,154.98,447.46,100%,35,4,0,6,4,2,4,2,"georgia,muscogee",13215
31907,55332,Muscogee,Georgia,8,0,14,8,7,10,7,48729,82.51,163.06,99%,35,5,0,7,4,2,4,2,"georgia,muscogee",13215
31909,35177,Muscogee,Georgia,8,1,15,8,7,10,7,26654,101.58,291.1,100%,35,7,0,9,6,2,6,2,"georgia,muscogee",13215
30014,35037,Newton,Georgia,8,0,13,7,7,9,8,6984,67.92,190.11,97%,35,6,0,8,3,2,3,2,"georgia,newton",13217
30016,51140,Newton,Georgia,7,0,12,7,6,9,7,17198,66.4,191.08,100%,35,6,0,8,4,3,4,3,"georgia,newton",13217
30054,11985,Newton,Georgia,6,0,11,6,6,8,7,291,78.12,137.68,100%,35,3,0,5,3,2,3,2,"georgia,newton",13217
30621,5109,Oconee,Georgia,6,1,12,5,5,7,6,1013,19.88,44.93,96%,35,3,0,5,2,1,2,1,"georgia,oconee",13219
30622,10344,Oconee,Georgia,6,0,11,6,6,8,7,1714,71.57,211.39,100%,35,3,0,5,3,2,3,2,"georgia,oconee",13219
30677,17065,Oconee,Georgia,6,1,12,6,6,8,7,5558,47.58,114.33,96%,35,3,0,5,3,2,3,2,"georgia,oconee",13219
30667,1035,Oglethorpe,Georgia,2,0,7,1,1,3,1,NA,NA,NA,54%,NA,4,0,6,0,0,0,0,"georgia,oglethorpe",13221
30619,1440,Oglethorpe,Georgia,6,0,11,3,3,5,3,58,56.11,160.82,61%,69.99,3,0,5,1,1,1,1,"georgia,oglethorpe",13221
30627,2273,Oglethorpe,Georgia,5,1,11,3,2,5,2,150,0.87,1.87,70%,55,2,0,4,1,1,1,1,"georgia,oglethorpe",13221
30630,2438,Oglethorpe,Georgia,4,0,9,3,3,5,3,218,13.84,46.3,88%,69.99,3,0,5,1,1,1,1,"georgia,oglethorpe",13221
30648,2988,Oglethorpe,Georgia,5,0,10,4,3,6,3,45,13.14,46.17,83%,69.99,3,0,5,2,2,2,2,"georgia,oglethorpe",13221
30132,34215,Paulding,Georgia,8,1,14,6,6,8,7,12133,104.56,275.3,100%,35,4,0,6,2,1,2,1,"georgia,paulding",13223
30141,22457,Paulding,Georgia,5,0,10,5,5,7,6,2750,82.13,230.61,100%,35,3,0,5,3,1,3,1,"georgia,paulding",13223
30157,45123,Paulding,Georgia,5,2,12,5,5,8,7,20202,110.18,281,100%,35,4,0,6,3,1,3,1,"georgia,paulding",13223
31008,18453,Peach,Georgia,9,0,15,6,4,8,4,6862,21.18,50.34,97%,65.99,5,0,7,3,1,3,1,"georgia,peach",13225
31030,18977,Peach,Georgia,11,3,20,9,5,11,5,2355,25.7,68.07,84%,55,5,0,7,3,1,3,1,"georgia,peach",13225
30148,453,Pickens,Georgia,4,0,9,4,4,6,5,NA,NA,NA,79%,66.95,4,0,6,2,1,2,1,"georgia,pickens",13227
30143,21145,Pickens,Georgia,10,1,16,9,8,11,9,15694,16.87,41.03,96%,66.95,7,0,9,5,3,5,3,"georgia,pickens",13227
30175,6074,Pickens,Georgia,6,1,12,5,4,7,4,470,22.92,39.49,73%,69.99,5,0,7,3,2,3,2,"georgia,pickens",13227
30177,1049,Pickens,Georgia,5,0,10,4,3,6,4,32,44.45,122.26,98%,66.95,5,0,7,4,2,4,2,"georgia,pickens",13227
31551,1020,Pierce,Georgia,3,1,9,1,1,3,1,NA,NA,NA,12%,NA,3,0,5,0,0,0,0,"georgia,pierce",13229
31516,14735,Pierce,Georgia,5,1,11,3,2,5,2,5529,21.53,49.27,87%,25,5,0,7,2,1,2,1,"georgia,pierce",13229
31557,3043,Pierce,Georgia,5,1,11,4,4,6,4,1,24.39,24.39,67%,25,5,0,7,3,1,3,1,"georgia,pierce",13229
30206,2958,Pike,Georgia,4,2,11,4,2,6,2,50,106.55,814.42,78%,55,1,1,4,0,0,0,0,"georgia,pike",13231
30256,2826,Pike,Georgia,4,2,11,2,2,4,2,11,8.29,19.29,31%,69.99,3,1,6,1,1,1,1,"georgia,pike",13231
30258,2622,Pike,Georgia,5,2,12,4,3,6,3,24,2.17,5.18,54%,55,3,1,6,1,1,1,1,"georgia,pike",13231
30292,5943,Pike,Georgia,5,2,12,5,5,7,6,59,63.11,128.14,90%,35,2,0,4,2,1,2,1,"georgia,pike",13231
30295,4159,Pike,Georgia,3,2,10,3,1,5,2,1575,9.64,14.73,84%,55,1,1,4,0,0,0,0,"georgia,pike",13231
30104,4708,Polk,Georgia,5,1,11,5,5,7,6,461,22.11,60.63,97%,35,3,0,5,3,2,3,2,"georgia,polk",13233
30125,24352,Polk,Georgia,6,3,14,6,6,10,8,7905,73.62,206.76,99%,35,4,0,6,3,2,3,2,"georgia,polk",13233
30153,18411,Polk,Georgia,7,3,15,6,6,9,8,2605,53.46,154.52,100%,35,4,0,6,3,2,3,2,"georgia,polk",13233
31036,12998,Pulaski,Georgia,4,1,10,3,3,5,3,2710,42.94,107.57,73%,NULL,4,0,6,2,0,2,0,"georgia,pulaski",13235
31026,NULL,Putnam,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,putnam",13237
31024,20039,Putnam,Georgia,11,1,17,10,9,12,10,5175,161.94,455.76,95%,35,6,0,8,3,2,3,2,"georgia,putnam",13237
39854,2592,Quitman,Georgia,5,1,11,2,2,4,2,NA,NA,NA,66%,74.99,5,0,7,1,0,1,0,"georgia,quitman",13239
30525,7364,Rabun,Georgia,5,0,10,5,5,7,6,1017,19.57,52.6,92%,59.95,4,0,6,3,1,3,1,"georgia,rabun",13241
30537,1249,Rabun,Georgia,3,0,8,3,3,5,4,2,1.24,1.24,94%,NULL,4,0,6,2,1,2,1,"georgia,rabun",13241
30552,1697,Rabun,Georgia,5,0,10,5,5,7,5,1530,40.95,71.74,90%,79.99,3,0,5,2,1,2,1,"georgia,rabun",13241
30568,1877,Rabun,Georgia,5,0,9,5,5,7,6,53,27.48,76.07,92%,59.95,4,0,6,2,1,2,1,"georgia,rabun",13241
30576,2521,Rabun,Georgia,6,0,11,6,6,8,6,3369,10.32,10.77,90%,59.95,4,0,6,3,1,3,1,"georgia,rabun",13241
39836,461,Randolph,Georgia,3,0,7,3,3,5,3,2,11.83,11.83,43%,69.99,2,0,4,1,1,1,1,"georgia,randolph",13243
39840,5726,Randolph,Georgia,4,1,9,4,4,6,4,1,3.34,3.34,88%,69.99,2,0,4,1,1,1,1,"georgia,randolph",13243
39886,1616,Randolph,Georgia,2,1,7,2,2,4,2,17,30.73,77.59,75%,69.99,2,0,4,1,1,1,1,"georgia,randolph",13243
30905,8955,Richmond,Georgia,4,0,9,2,1,4,2,NA,NA,NA,22%,44.99,6,0,8,2,1,2,1,"georgia,richmond",13245
30911,NULL,Richmond,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,richmond",13245
30913,NULL,Richmond,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,richmond",13245
30999,NULL,Richmond,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,richmond",13245
30805,2734,Richmond,Georgia,3,1,9,1,1,3,2,134,11,29.86,86%,79.99,2,0,4,1,1,1,1,"georgia,richmond",13245
30815,39640,Richmond,Georgia,7,1,13,7,5,9,6,10059,56.35,169.67,99%,35,3,0,5,2,1,2,1,"georgia,richmond",13245
30901,16445,Richmond,Georgia,6,0,11,6,3,8,4,10670,56.05,167.45,95%,35,5,0,7,3,2,3,2,"georgia,richmond",13245
30904,25666,Richmond,Georgia,6,0,11,6,5,8,6,7634,77.51,218.87,100%,35,4,0,6,3,1,3,1,"georgia,richmond",13245
30906,57748,Richmond,Georgia,6,0,11,6,3,8,4,6443,85.28,233.49,99%,35,3,0,5,2,1,2,1,"georgia,richmond",13245
30909,41585,Richmond,Georgia,8,0,13,8,7,10,8,40691,58.12,181.56,100%,35,3,0,5,3,1,3,1,"georgia,richmond",13245
30912,296,Richmond,Georgia,4,0,9,2,1,4,2,493,91.25,194.46,63%,44.99,3,0,5,2,1,2,1,"georgia,richmond",13245
30012,27258,Rockdale,Georgia,7,0,12,5,5,7,6,8925,100.89,229.38,100%,35,6,0,8,3,2,3,2,"georgia,rockdale",13247
30013,25183,Rockdale,Georgia,6,0,11,6,6,8,7,6184,99.52,205.87,97%,35,5,0,7,3,2,3,2,"georgia,rockdale",13247
30094,31244,Rockdale,Georgia,7,0,12,6,6,8,7,15897,79.63,181.99,100%,35,5,0,7,4,2,4,2,"georgia,rockdale",13247
31806,4962,Schley,Georgia,7,1,13,5,4,7,4,108,50.09,127.79,80%,69.99,4,2,8,2,1,3,2,"georgia,schley",13249
30455,597,Screven,Georgia,1,0,6,1,1,3,2,NA,NA,NA,100%,NA,1,0,3,1,1,1,1,"georgia,screven",13251
30446,1357,Screven,Georgia,4,0,8,4,4,6,5,83,37.68,79.2,100%,79.99,2,0,4,1,1,1,1,"georgia,screven",13251
30467,12600,Screven,Georgia,4,2,11,4,4,6,5,4596,31.71,75.11,99%,79.99,2,0,4,1,1,1,1,"georgia,screven",13251
39859,1281,Seminole,Georgia,3,2,10,3,3,6,3,NA,NA,NA,64%,29.99,6,0,8,0,0,0,0,"georgia,seminole",13253
39845,7871,Seminole,Georgia,3,1,9,3,3,5,3,429,27.38,66.67,82%,69.99,2,0,4,1,1,1,1,"georgia,seminole",13253
30223,36769,Spalding,Georgia,5,1,11,5,5,7,6,13480,69.23,224.14,98%,35,4,0,6,3,2,3,2,"georgia,spalding",13255
30224,25197,Spalding,Georgia,6,1,12,6,6,8,7,3366,45.24,88.69,99%,35,3,0,5,3,2,3,2,"georgia,spalding",13255
30538,2854,Stephens,Georgia,6,0,11,6,5,8,5,233,12.92,25.92,88%,79.95,4,0,6,2,1,2,1,"georgia,stephens",13257
30557,4975,Stephens,Georgia,5,0,10,5,4,7,4,150,19.98,27.78,83%,79.95,5,0,7,3,1,3,1,"georgia,stephens",13257
30577,22230,Stephens,Georgia,8,0,13,8,7,10,7,19378,30.36,95.42,94%,59.95,5,0,7,3,1,3,1,"georgia,stephens",13257
31815,3675,Stewart,Georgia,3,1,9,2,2,4,2,NA,NA,NA,72%,29.99,6,0,8,1,1,1,1,"georgia,stewart",13259
31821,250,Stewart,Georgia,1,0,6,0,0,2,0,116,14.84,21.36,0%,NULL,1,0,3,0,0,0,0,"georgia,stewart",13259
31825,2312,Stewart,Georgia,4,2,11,1,1,3,1,4,30.47,30.93,57%,69.99,4,0,6,2,2,2,2,"georgia,stewart",13259
31711,867,Sumter,Georgia,5,2,12,2,2,4,2,NA,NA,NA,32%,29.99,8,1,11,1,1,1,1,"georgia,sumter",13261
31743,630,Sumter,Georgia,2,0,7,1,1,3,1,NA,NA,NA,6%,88,2,0,4,0,0,0,0,"georgia,sumter",13261
31709,16019,Sumter,Georgia,6,2,13,2,2,4,2,1678,78.98,219.6,91%,44.95,4,1,7,1,1,1,1,"georgia,sumter",13261
31719,10977,Sumter,Georgia,6,2,13,2,1,4,1,242,36.04,90.86,90%,50,4,1,7,1,1,1,1,"georgia,sumter",13261
31735,817,Sumter,Georgia,2,0,7,1,1,3,1,294,7.48,18.76,80%,88,1,0,3,0,0,0,0,"georgia,sumter",13261
31764,1296,Sumter,Georgia,5,2,12,2,2,4,2,206,3.51,6.61,5%,69.99,3,1,6,1,1,1,1,"georgia,sumter",13261
31780,2285,Sumter,Georgia,2,2,9,1,1,3,1,14,20.66,47.41,12%,69.99,3,1,6,1,1,1,1,"georgia,sumter",13261
31812,565,Talbot,Georgia,1,1,6,1,0,3,0,NA,NA,NA,65%,NA,1,1,4,1,0,2,0,"georgia,talbot",13263
31827,2134,Talbot,Georgia,4,1,10,2,1,4,1,NA,NA,NA,91%,74.99,4,1,7,2,1,3,1,"georgia,talbot",13263
31836,1154,Talbot,Georgia,4,1,9,3,3,5,3,1,2.05,2.05,79%,69.99,3,0,5,2,1,2,1,"georgia,talbot",13263
30631,1767,Taliaferro,Georgia,3,0,8,1,1,3,1,451,7.45,14.78,93%,59.99,2,0,4,1,1,1,1,"georgia,taliaferro",13265
30499,NULL,Tattnall,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"georgia,tattnall",13267
30420,1460,Tattnall,Georgia,2,0,8,2,2,4,2,12,36.86,49.5,100%,50,2,0,4,1,1,1,1,"georgia,tattnall",13267
30421,3381,Tattnall,Georgia,7,1,13,7,6,9,6,259,17.21,42.43,81%,40,4,0,6,1,1,1,1,"georgia,tattnall",13267
30427,12864,Tattnall,Georgia,6,1,13,5,5,7,5,2259,18.38,39.48,77%,50,3,0,5,1,1,1,1,"georgia,tattnall",13267
30453,9703,Tattnall,Georgia,8,1,14,6,6,8,6,1460,38.9,99.28,73%,50,3,0,5,0,0,0,0,"georgia,tattnall",13267
31081,251,Taylor,Georgia,2,1,7,1,0,3,0,NA,NA,NA,54%,NA,3,0,5,0,0,0,0,"georgia,taylor",13269
31006,4923,Taylor,Georgia,5,1,11,4,0,6,0,2012,10.31,23.71,86%,NULL,2,1,5,1,0,2,0,"georgia,taylor",13269
31076,3064,Taylor,Georgia,4,1,10,3,1,5,1,2085,40.34,42.59,89%,NULL,3,1,6,2,0,3,0,"georgia,taylor",13269
31055,8245,Telfair,Georgia,7,1,12,3,3,5,3,NA,NA,NA,86%,29.99,8,0,10,1,1,1,1,"georgia,telfair",13271
31060,1915,Telfair,Georgia,2,0,6,2,2,4,2,584,15.06,31.24,48%,NULL,2,0,4,0,0,0,0,"georgia,telfair",13271
31544,994,Telfair,Georgia,2,0,6,1,1,3,1,120,11.48,30.62,73%,NULL,1,0,3,0,0,0,0,"georgia,telfair",13271
31549,2239,Telfair,Georgia,5,1,10,2,1,4,1,3,32.02,43.22,64%,69.99,3,0,5,1,1,1,1,"georgia,telfair",13271
39826,418,Terrell,Georgia,1,0,6,1,1,3,1,NA,NA,NA,67%,NA,4,0,6,0,0,0,0,"georgia,terrell",13273
39877,500,Terrell,Georgia,1,1,6,1,1,3,1,NA,NA,NA,32%,NA,5,0,7,0,0,0,0,"georgia,terrell",13273
39842,8357,Terrell,Georgia,5,2,12,3,3,5,4,1720,25.04,65.22,81%,69.99,3,0,5,1,1,1,1,"georgia,terrell",13273
31626,3463,Thomas,Georgia,5,1,11,3,3,5,4,32,10.38,16.31,55%,69.99,4,0,6,2,1,2,1,"georgia,thomas",13275
31738,2102,Thomas,Georgia,4,1,10,1,1,3,2,2394,58.12,75.93,74%,NULL,3,0,5,1,0,1,0,"georgia,thomas",13275
31757,10451,Thomas,Georgia,9,1,15,6,4,8,5,512,59.91,145.82,95%,35,5,0,7,2,1,2,1,"georgia,thomas",13275
31765,2647,Thomas,Georgia,5,1,11,3,3,5,4,121,35.83,106.03,58%,69.99,3,0,5,1,1,1,1,"georgia,thomas",13275
31773,3729,Thomas,Georgia,6,1,12,4,3,6,4,70,15.61,41.3,68%,69.99,4,0,6,3,1,3,1,"georgia,thomas",13275
31778,2562,Thomas,Georgia,4,1,10,2,2,4,3,4,19.39,26.2,73%,NULL,2,0,4,0,0,0,0,"georgia,thomas",13275
31792,23835,Thomas,Georgia,9,1,15,7,6,9,7,7362,33.27,67.32,97%,35,5,0,7,3,1,3,1,"georgia,thomas",13275
31733,1580,Tift,Georgia,4,1,10,2,2,4,3,2,14.69,14.69,14%,69.99,3,0,5,1,1,1,1,"georgia,tift",13277
31793,9043,Tift,Georgia,6,1,12,4,3,6,4,586,35.41,78.06,79%,34.95,5,0,7,1,1,1,1,"georgia,tift",13277
31794,27153,Tift,Georgia,9,1,15,6,4,8,5,8732,69.68,198.74,98%,25,6,0,8,2,2,2,2,"georgia,tift",13277
31795,2010,Tift,Georgia,4,1,10,2,2,4,3,13,3.33,5.26,66%,34.95,3,0,5,1,1,1,1,"georgia,tift",13277
30436,11961,Toombs,Georgia,8,2,16,5,5,7,5,2541,51.75,102.91,41%,50,6,0,8,1,1,1,1,"georgia,toombs",13279
30546,6496,Towns,Georgia,4,0,9,4,3,6,4,6139,29.71,74.4,98%,42.95,3,0,5,2,1,2,1,"georgia,towns",13281
30582,4567,Towns,Georgia,4,0,9,4,3,6,3,1997,31.07,66.5,99%,42.95,3,0,5,2,1,2,1,"georgia,towns",13281
30457,6424,Treutlen,Georgia,4,2,12,4,3,6,3,1030,6.41,10.37,13%,34.95,4,0,6,2,2,2,2,"georgia,treutlen",13283
30230,9103,Troup,Georgia,5,1,11,5,5,7,5,11522,34.98,90.5,90%,35,2,0,4,1,1,1,1,"georgia,troup",13285
30240,30014,Troup,Georgia,7,0,12,7,6,9,7,10844,103.28,376.64,99%,35,3,0,5,3,1,3,1,"georgia,troup",13285
30241,23176,Troup,Georgia,6,0,11,6,6,8,6,4386,92.4,204.88,99%,35,2,0,4,2,1,2,1,"georgia,troup",13285
31833,6900,Troup,Georgia,8,1,14,7,6,9,7,1068,16.17,43.59,93%,35,5,0,7,2,1,2,1,"georgia,troup",13285
31714,6474,Turner,Georgia,5,1,11,4,4,6,5,461,8.3,22.13,78%,34.95,4,0,6,1,1,1,1,"georgia,turner",13287
31783,1107,Turner,Georgia,1,0,6,1,1,3,2,123,9.4,15.58,27%,NULL,1,0,3,0,0,0,0,"georgia,turner",13287
31790,2078,Turner,Georgia,6,1,12,4,4,6,5,18,15.38,37.67,81%,69.99,3,0,5,1,1,1,1,"georgia,turner",13287
31017,1985,Twiggs,Georgia,6,0,11,1,1,3,1,8,8.84,9.31,48%,NULL,3,0,5,0,0,0,0,"georgia,twiggs",13289
